RacerID,Course,RacesRun,QuinellaRate,FirstPlaceRate,Nige,Makuri
4298,5,914,19.9,6.8,0,20
4298,6,765,10.3,3.1,0,3
4299,1,419,58.7,34.3,129,0
4299,2,537,32.0,9.3,0,6
4299,3,627,26.1,7.3,0,12
4299,4,508,21.4,8.0,0,18
4299,5,811,14.0,4.3,0,9
4299,6,922,5.9,1.5,0,4
4300,1,523,59.4,40.3,194,0
4300,2,625,40.3,16.6,0,13
4300,3,598,25.5,9.5,0,13
4300,4,531,18.8,6.2,0,3
4300,5,654,13.1,3.8,0,2
4300,6,787,5.2,0.7,0,0
4301,1,669,71.3,54.4,345,0
4301,2,610,35.0,13.1,0,17
4301,3,662,35.2,16.7,0,61
4301,4,719,28.5,12.5,0,27
4301,5,705,16.1,6.1,0,17
4301,6,636,13.2,3.7,0,8
4302,1,981,75.5,59.0,554,0
4302,2,790,45.3,18.4,0,36
4302,3,914,39.5,13.7,0,32
4302,4,883,31.8,12.5,0,44
4302,5,865,25.2,9.2,0,8
4302,6,659,13.0,4.2,0,2
4303,1,650,65.6,47.0,291,0
4303,2,605,41.3,14.5,0,26
4303,3,646,29.2,10.6,0,13
4303,4,751,29.8,11.9,0,31
4303,5,837,17.8,5.8,0,7
4303,6,833,8.6,2.6,0,2
4304,1,645,67.6,48.9,283,0
4304,2,590,48.3,18.9,0,33
4304,3,597,42.0,14.7,0,26
4304,4,594,37.5,15.6,0,36
4304,5,574,24.9,8.3,0,11
4304,6,787,11.0,2.5,0,2
4305,1,827,77.2,60.7,480,0
4305,2,711,51.0,22.7,0,38
4305,3,718,42.6,19.9,0,59
4305,4,760,39.3,18.1,0,56
4305,5,767,28.4,11.2,0,26
4305,6,848,17.1,5.4,0,13
4306,1,539,52.8,36.1,180,0
4306,2,570,33.1,12.1,0,27
4306,3,644,29.6,11.0,0,31
4306,4,637,29.9,12.8,0,47
4306,5,716,17.3,6.9,0,19
4306,6,657,5.7,0.9,0,0
4307,1,265,31.3,22.2,47,0
4307,2,338,24.5,10.0,0,10
4307,3,357,17.3,6.1,0,6
4307,4,305,13.7,6.8,0,7
4307,5,450,11.3,4.8,0,2
4307,6,577,3.6,0.6,0,1
4308,1,902,78.4,64.3,550,0
4308,2,744,50.0,21.7,0,52
4308,3,805,45.7,20.0,0,65
4308,4,814,38.4,16.8,0,45
4308,5,862,25.0,7.4,0,15
4308,6,770,12.2,3.9,0,7
4309,1,289,34.6,15.2,39,0
4309,2,363,23.1,8.2,0,8
4309,3,399,20.8,6.0,0,7
4309,4,384,16.6,5.7,0,10
4309,5,531,11.4,2.8,0,2
4309,6,749,6.1,0.6,0,1
4310,1,358,44.1,27.3,94,0
4310,2,419,17.1,5.4,0,11
4310,3,444,14.8,5.1,0,7
4310,4,481,19.7,8.1,0,25
4310,5,564,8.6,3.9,0,8
4310,6,581,4.3,0.8,0,5
4311,1,939,78.4,63.9,571,0
4311,2,707,53.6,23.2,0,36
4311,3,785,46.7,20.5,0,39
4311,4,754,40.9,17.3,0,54
4311,5,762,31.7,11.1,0,11
4311,6,892,17.4,4.7,0,7
4313,1,554,72.0,54.8,288,0
4313,2,531,38.7,15.6,0,36
4313,3,558,36.0,16.1,0,42
4313,4,582,30.0,14.0,0,45
4313,5,661,19.0,6.6,0,17
4313,6,751,9.1,2.8,0,6
4314,1,738,70.8,51.7,356,0
4314,2,663,41.6,20.6,0,52
4314,3,685,37.8,17.8,0,61
4314,4,766,38.7,20.2,0,92
4314,5,815,21.7,10.4,0,32
4314,6,848,12.3,3.8,0,9
4315,1,543,57.8,42.7,213,0
4315,2,571,35.9,12.4,0,15
4315,3,659,26.5,9.4,0,15
4315,4,667,24.2,8.5,0,19
4315,5,834,18.7,7.9,0,18
4315,6,965,7.8,2.8,0,5
4316,1,565,75.0,57.1,302,0
4316,2,502,43.2,18.3,0,17
4316,3,554,35.5,14.0,0,21
4316,4,588,31.9,14.6,0,32
4316,5,729,27.0,12.7,0,31
4316,6,838,14.6,6.0,0,4
4317,1,442,46.8,26.4,112,0
4317,2,500,28.8,10.8,0,26
4317,3,503,22.4,8.3,0,30
4317,4,518,21.8,8.4,0,27
4317,5,554,11.9,3.7,0,6
4317,6,674,5.4,1.1,0,4
4318,1,799,63.9,40.1,285,0
4318,2,769,44.6,19.2,0,29
4318,3,824,33.9,12.0,0,45
4318,4,764,29.1,10.4,0,18
4318,5,821,23.7,7.3,0,8
4318,6,933,13.2,3.4,0,4
4319,1,744,70.7,56.0,395,0
4319,2,680,47.2,21.3,0,28
4319,3,737,32.8,11.6,0,21
4319,4,738,28.3,10.7,0,15
4319,5,828,20.7,5.4,0,3
4319,6,863,9.2,2.4,0,0
4320,1,1162,85.1,75.5,829,0
4320,2,772,64.6,34.3,0,63
4320,3,808,55.8,31.8,0,69
4320,4,827,52.6,25.2,0,80
4320,5,758,40.3,16.2,0,19
4320,6,617,27.0,8.2,0,8
4321,1,396,61.6,42.9,153,0
4321,2,451,39.6,14.8,0,18
4321,3,440,31.8,12.9,0,22
4321,4,527,29.7,13.8,0,36
4321,5,618,19.5,8.2,0,12
4321,6,656,8.9,2.9,0,4
4322,1,323,35.9,21.6,64,0
4322,2,388,23.9,7.7,0,18
4322,3,409,20.2,5.6,0,12
4322,4,379,11.8,4.4,0,9
4322,5,564,9.7,3.0,0,8
4322,6,652,5.2,1.5,0,0
4323,1,549,69.4,48.4,247,0
4323,2,534,35.9,14.9,0,31
4323,3,598,32.1,13.8,0,44
4323,4,627,37.0,19.4,0,75
4323,5,770,21.6,9.4,0,35
4323,6,904,12.3,5.0,0,13
4324,1,1076,84.7,70.8,732,0
4324,2,865,51.5,22.3,0,45
4324,3,940,48.6,22.3,0,28
4324,4,908,38.6,17.0,0,45
4324,5,895,32.0,11.0,0,12
4324,6,792,14.3,4.8,0,4
4325,1,557,55.8,35.1,187,0
4325,2,640,34.8,11.7,0,15
4325,3,617,21.2,5.8,0,7
4325,4,625,26.5,10.5,0,24
4325,5,799,15.3,5.8,0,7
4325,6,809,6.1,2.2,0,2
4327,1,532,55.6,31.2,155,0
4327,2,572,31.2,11.7,0,35
4327,3,666,29.7,10.8,0,36
4327,4,670,23.2,10.4,0,29
4327,5,866,18.1,4.7,0,5
4327,6,850,7.0,1.7,0,5
4329,1,407,60.2,34.4,130,0
4329,2,491,40.5,10.7,0,4
4329,3,537,25.1,7.8,0,11
4329,4,603,24.7,8.9,0,12
4329,5,780,19.6,6.4,0,3
4329,6,1046,9.6,2.8,0,1
4330,1,915,79.1,63.7,554,0
4330,2,710,53.2,23.5,0,53
4330,3,739,45.6,22.8,0,72
4330,4,796,39.3,17.3,0,58
4330,5,759,25.1,9.7,0,19
4330,6,731,15.0,4.1,0,4
4331,1,624,73.5,54.0,321,0
4331,2,641,39.1,15.4,0,36
4331,3,657,33.6,13.3,0,24
4331,4,722,27.1,13.1,0,38
4331,5,768,18.2,5.2,0,10
4331,6,768,9.6,3.2,0,5
4332,1,359,46.2,32.0,107,0
4332,2,456,33.1,10.7,0,5
4332,3,517,27.6,8.9,0,13
4332,4,459,24.8,9.8,0,25
4332,5,626,14.8,3.9,0,7
4332,6,807,8.3,2.1,0,3
4333,1,487,56.0,38.8,183,0
4333,2,521,26.1,9.6,0,17
4333,3,523,26.2,10.5,0,38
4333,4,559,26.3,11.6,0,29
4333,5,755,18.5,6.7,0,13
4333,6,873,11.6,4.4,0,19
4334,1,147,35.3,19.0,26,0
4334,2,186,14.5,5.9,0,4
4334,3,210,16.1,7.1,0,10
4334,4,198,13.1,3.0,0,2
4334,5,292,6.8,2.7,0,5
4334,6,451,3.7,1.7,0,6
4335,1,848,81.4,65.4,523,0
4335,2,673,56.0,23.9,0,41
4335,3,691,42.6,18.9,0,32
4335,4,724,47.3,23.4,0,81
4335,5,747,33.7,14.3,0,19
4335,6,882,18.4,5.9,0,9
4336,1,594,75.0,59.6,344,0
4336,2,560,43.7,16.6,1,19
4336,3,608,38.4,11.8,0,31
4336,4,740,30.8,13.1,0,44
4336,5,906,20.8,7.6,0,24
4336,6,927,11.4,3.2,0,5
4337,1,949,82.3,64.9,568,0
4337,2,710,54.2,27.6,0,41
4337,3,740,45.0,20.0,0,34
4337,4,736,42.1,18.2,0,43
4337,5,809,36.4,15.2,0,15
4337,6,847,22.2,7.4,0,5
4338,1,282,33.3,16.6,44,0
4338,2,328,20.7,8.8,0,18
4338,3,360,21.3,8.3,0,24
4338,4,349,18.3,8.3,0,23
4338,5,388,6.4,2.5,0,7
4338,6,473,1.4,0.4,0,2
4339,1,357,39.2,19.6,58,0
4339,2,505,27.5,8.1,0,6
4339,3,546,17.2,6.5,0,18
4339,4,488,16.1,4.7,0,5
4339,5,601,6.1,1.5,0,1
4339,6,751,3.6,0.6,0,1
4340,1,465,61.2,42.3,183,0
4340,2,504,33.1,10.3,0,17
4340,3,540,28.7,10.0,0,15
4340,4,546,23.0,8.9,0,18
4340,5,699,15.7,5.7,0,4
4340,6,944,6.1,1.8,0,3
4341,1,72,20.8,9.7,7,0
4341,2,98,15.3,6.1,0,2
4341,3,86,13.9,6.9,0,4
4341,4,95,12.6,5.2,0,3
4341,5,145,6.9,3.4,0,1
4341,6,320,3.4,0.3,0,0
4342,1,852,79.2,65.7,524,0
4342,2,761,52.0,21.6,0,53
4342,3,749,49.9,21.6,0,56
4342,4,826,43.4,19.1,0,76
4342,5,824,34.4,12.2,0,23
4342,6,876,14.1,4.1,0,9
4343,1,472,44.7,27.9,121,0
4343,2,589,24.4,5.4,0,6
4343,3,636,23.7,7.2,0,22
4343,4,638,17.0,5.1,0,7
4343,5,870,13.1,4.2,0,4
4343,6,900,5.0,1.2,0,0
4344,1,950,85.7,73.2,669,0
4344,2,766,53.9,21.9,0,45
4344,3,693,51.8,24.1,0,39
4344,4,780,46.4,15.6,0,31
4344,5,752,35.9,12.2,0,8
4344,6,743,21.4,6.0,0,4
4345,1,496,48.3,31.6,145,0
4345,2,566,28.9,11.4,0,16
4345,3,567,26.2,9.7,0,20
4345,4,499,21.6,8.0,0,17
4345,5,721,17.0,5.1,0,8
4345,6,831,8.6,2.0,0,2
4346,1,439,55.8,36.4,141,0
4346,2,552,28.2,9.2,0,18
4346,3,566,33.3,14.1,0,52
4346,4,557,25.6,10.9,0,38
4346,5,746,16.7,5.7,0,17
4346,6,972,11.4,3.7,0,17
4347,1,672,73.3,52.0,301,0
4347,2,512,47.6,24.2,0,34
4347,3,545,49.1,21.2,0,59
4347,4,564,37.0,16.1,0,37
4347,5,592,27.5,9.2,0,15
4347,6,680,18.2,6.4,0,8
4348,1,717,71.1,50.2,335,0
4348,2,664,44.5,12.8,0,14
4348,3,731,35.4,10.1,0,30
4348,4,738,33.6,7.9,0,15
4348,5,766,21.6,6.9,0,7
4348,6,807,10.9,1.9,0,1
4349,1,540,56.3,31.8,157,0
4349,2,578,40.3,10.5,0,19
4349,3,592,33.2,12.8,0,45
4349,4,565,26.3,8.5,0,26
4349,5,695,17.4,5.1,0,7
4349,6,928,7.6,1.6,0,7
4350,1,1049,83.6,69.7,701,0
4350,2,710,57.3,27.7,0,61
4350,3,716,50.4,26.2,0,78
4350,4,856,47.9,24.7,0,105
4350,5,785,31.3,12.2,0,32
4350,6,667,17.0,4.3,0,14
4351,1,835,80.3,65.5,502,0
4351,2,698,50.8,18.7,0,37
4351,3,720,40.1,17.0,0,44
4351,4,732,39.8,20.4,0,60
4351,5,852,28.9,10.8,0,14
4351,6,929,13.9,4.4,0,4
4352,1,864,83.2,66.5,528,0
4352,2,633,53.7,19.2,0,26
4352,3,705,49.5,18.8,0,40
4352,4,730,40.4,16.9,0,41
4352,5,701,29.8,9.1,0,10
4352,6,841,18.0,6.1,0,12
4353,1,270,56.6,42.2,106,0
4353,2,380,28.1,9.2,0,7
4353,3,487,27.9,11.7,0,21
4353,4,421,25.4,11.6,0,26
4353,5,527,14.8,6.6,0,7
4353,6,694,6.3,1.5,0,2
4354,1,266,30.0,15.4,34,0
4354,2,341,31.3,14.0,0,22
4354,3,365,18.0,6.8,0,3
4354,4,308,18.5,8.7,0,9
4354,5,394,11.4,3.3,0,3
4354,6,511,1.7,0.3,0,0
4355,1,441,46.4,27.8,112,0
4355,2,586,24.4,8.1,0,12
4355,3,579,19.3,5.0,0,11
4355,4,580,17.9,4.4,0,4
4355,5,765,9.6,3.0,0,2
4355,6,847,6.0,0.8,0,1
4356,1,763,77.5,65.1,477,0
4356,2,669,49.3,20.6,0,39
4356,3,698,37.1,14.7,0,28
4356,4,760,30.5,8.9,0,27
4356,5,777,21.8,5.6,0,6
4356,6,573,9.6,2.6,0,7
4357,1,909,77.4,59.8,503,0
4357,2,701,48.5,18.9,0,35
4357,3,743,47.6,20.0,0,59
4357,4,770,43.5,18.0,0,57
4357,5,735,32.3,13.0,0,33
4357,6,674,16.1,4.3,0,5
4358,1,696,63.0,46.7,304,0
4358,2,761,35.6,14.8,0,29
4358,3,762,33.0,12.3,0,44
4358,4,735,25.4,9.6,0,25
4358,5,733,13.9,4.6,0,8
4358,6,660,5.9,1.5,0,0
4359,1,660,69.8,50.3,320,0
4359,2,634,36.5,14.8,0,31
4359,3,674,31.6,11.7,0,25
4359,4,674,32.7,13.9,0,51
4359,5,714,17.9,5.3,0,13
4359,6,702,9.4,1.4,0,1
4360,1,531,58.3,42.3,211,0
4360,2,614,37.9,18.0,0,20
4360,3,612,26.8,11.6,0,30
4360,4,634,26.1,11.0,0,30
4360,5,708,18.6,6.6,0,11
4360,6,681,12.4,3.9,0,6
4361,1,953,82.0,68.1,626,0
4361,2,713,53.0,25.1,0,48
4361,3,733,44.4,20.4,0,59
4361,4,815,41.9,18.4,0,74
4361,5,795,32.0,12.8,0,25
4361,6,835,15.4,4.3,0,12
4362,1,1013,79.8,63.0,580,0
4362,2,834,52.5,21.9,0,35
4362,3,763,42.7,17.6,0,38
4362,4,822,40.2,17.5,0,60
4362,5,806,31.7,11.1,0,22
4362,6,685,20.2,7.5,0,8
4363,1,673,73.8,54.5,347,0
4363,2,622,39.8,15.7,0,35
4363,3,690,36.5,15.0,0,55
4363,4,726,32.5,15.4,0,55
4363,5,846,20.4,8.2,0,20
4363,6,932,12.4,3.8,0,8
4364,1,1046,85.1,71.5,720,0
4364,2,765,55.8,27.3,0,56
4364,3,779,48.2,24.9,0,69
4364,4,870,48.8,27.3,0,119
4364,5,764,27.4,10.3,0,26
4364,6,781,15.4,5.8,0,14
4365,1,453,69.3,49.6,217,0
4365,2,505,34.8,11.6,0,21
4365,3,518,33.5,10.4,0,26
4365,4,581,27.3,10.6,0,33
4365,5,679,15.3,5.3,0,18
4365,6,1277,18.4,10.4,0,116
4366,1,869,78.7,65.0,528,0
4366,2,741,47.3,17.4,0,34
4366,3,764,49.2,21.2,0,50
4366,4,782,43.7,18.1,0,63
4366,5,776,33.2,13.2,0,21
4366,6,795,18.7,5.7,0,6
4367,1,455,59.5,38.6,160,0
4367,2,483,34.9,11.8,0,18
4367,3,538,31.4,11.3,0,34
4367,4,577,25.6,7.9,0,16
4367,5,703,21.0,6.1,0,14
4367,6,841,10.3,3.3,0,8
4368,1,503,63.8,44.9,213,0
4368,2,602,36.3,10.6,0,17
4368,3,632,29.1,11.5,0,41
4368,4,639,23.3,8.9,0,32
4368,5,787,19.3,7.1,0,15
4368,6,854,8.4,2.8,0,11
4369,1,781,76.5,61.3,456,0
4369,2,655,47.3,20.7,0,31
4369,3,680,40.5,18.8,0,49
4369,4,731,41.5,18.0,0,51
4369,5,788,28.5,10.2,0,16
4369,6,786,10.8,3.3,0,9
4370,1,854,80.5,66.9,549,0
4370,2,655,56.4,26.7,0,43
4370,3,650,52.1,27.5,0,73
4370,4,751,46.3,22.5,0,76
4370,5,676,29.7,14.5,0,30
4370,6,597,18.5,6.2,0,16
4371,1,1100,82.0,69.2,705,0
4371,2,867,49.7,19.6,1,22
4371,3,851,44.5,20.6,0,64
4371,4,938,43.9,19.6,0,42
4371,5,813,29.4,9.9,0,5
4371,6,599,13.6,3.3,0,2
4372,1,596,67.4,47.6,267,0
4372,2,541,46.4,18.6,0,32
4372,3,559,31.3,10.2,0,21
4372,4,529,29.4,9.6,0,14
4372,5,499,20.8,5.4,0,5
4372,6,630,9.5,1.5,0,1
4373,1,461,56.4,34.0,148,0
4373,2,464,42.6,17.4,0,21
4373,3,499,30.2,10.2,0,24
4373,4,456,28.7,7.8,0,12
4373,5,553,17.5,5.9,0,9
4373,6,713,8.5,1.6,0,5
4374,1,424,51.1,33.9,140,0
4374,2,520,25.5,7.1,0,5
4374,3,531,16.9,5.2,0,9
4374,4,482,21.7,9.9,0,28
4374,5,713,11.5,5.0,0,19
4374,6,817,5.5,1.7,0,3
4375,1,560,68.3,49.6,256,0
4375,2,610,36.2,11.8,0,20
4375,3,561,34.9,11.9,0,26
4375,4,583,29.8,12.8,0,50
4375,5,836,20.8,7.7,0,11
4375,6,887,9.4,1.9,0,0
4376,1,789,76.1,55.8,410,0
4376,2,652,48.9,21.3,0,28
4376,3,718,39.2,14.3,0,33
4376,4,754,34.8,13.1,0,34
4376,5,875,25.2,8.9,0,9
4376,6,1045,12.9,2.9,0,1
4377,1,745,75.7,56.1,382,0
4377,2,612,46.2,17.6,0,12
4377,3,636,39.6,13.6,0,34
4377,4,643,34.6,11.6,0,22
4377,5,768,27.4,11.0,0,16
4377,6,973,14.4,3.7,0,1
4378,1,313,63.5,45.0,130,0
4378,2,312,43.2,17.9,0,7
4378,3,349,33.8,16.0,0,16
4378,4,338,36.0,13.9,0,19
4378,5,428,20.0,7.2,0,6
4378,6,626,12.4,3.3,0,4
4379,1,699,67.3,49.3,318,0
4379,2,663,42.8,16.5,0,27
4379,3,678,40.7,16.0,0,37
4379,4,708,31.7,10.5,0,24
4379,5,775,26.3,9.1,0,4
4379,6,835,11.3,2.5,0,1
4380,1,431,61.2,39.2,158,0
4380,2,496,30.6,8.2,0,16
4380,3,606,26.9,8.2,0,22
4380,4,529,22.6,11.1,0,19
4380,5,741,14.9,5.1,0,12
4380,6,820,6.5,1.7,0,7
4381,1,552,65.0,42.7,221,0
4381,2,534,34.4,9.5,0,14
4381,3,632,37.5,11.5,0,33
4381,4,611,36.0,14.8,0,47
4381,5,747,20.3,6.5,0,15
4381,6,768,11.2,2.6,0,7
4382,1,521,65.8,42.0,200,0
4382,2,570,31.5,8.7,0,4
4382,3,618,26.7,8.9,0,29
4382,4,637,22.2,10.3,0,21
4382,5,677,15.5,5.1,0,5
4382,6,615,8.2,1.6,0,1
4383,1,511,59.8,43.4,210,0
4383,2,614,32.2,11.7,0,11
4383,3,595,32.9,9.0,0,29
4383,4,583,22.4,7.7,0,19
4383,5,732,13.5,4.3,0,2
4383,6,811,7.0,0.6,0,1
4384,1,870,80.9,64.0,529,0
4384,2,708,51.5,20.6,0,21
4384,3,753,40.3,17.5,0,25
4384,4,771,37.8,13.8,0,25
4384,5,739,26.5,10.6,0,9
4384,6,828,14.9,3.7,0,0
4385,1,264,40.5,22.7,56,0
4385,2,334,23.0,8.9,0,15
4385,3,339,22.4,7.0,0,13
4385,4,324,19.1,6.7,0,16
4385,5,421,10.6,2.8,0,3
4385,6,544,4.2,1.8,0,5
4387,1,834,77.5,63.7,496,0
4387,2,593,57.5,30.8,0,64
4387,3,582,47.2,23.7,0,52
4387,4,666,51.5,24.3,0,58
4387,5,594,30.6,11.6,0,19
4387,6,709,19.0,5.9,0,10
4388,1,767,75.1,62.8,443,0
4388,2,657,42.7,20.8,0,22
4388,3,686,41.1,19.1,0,39
4388,4,726,37.7,16.9,0,45
4388,5,803,30.5,12.2,0,13
4388,6,894,15.4,4.7,0,5
4389,1,535,61.8,37.2,184,0
4389,2,562,33.9,9.2,0,4
4389,3,590,30.1,8.3,0,20
4389,4,638,26.4,8.4,0,22
4389,5,751,19.9,5.0,0,9
4389,6,754,7.8,1.9,0,0
4390,1,412,41.9,22.5,86,0
4390,2,574,28.9,9.0,0,17
4390,3,575,27.4,9.9,0,29
4390,4,570,21.0,6.4,0,11
4390,5,719,15.3,4.4,0,3
4390,6,649,7.4,1.6,0,5
4391,1,942,83.7,67.6,596,0
4391,2,698,57.7,28.8,0,63
4391,3,779,48.1,21.3,0,51
4391,4,818,41.6,18.7,0,40
4391,5,767,32.5,10.4,0,13
4391,6,766,21.0,4.3,0,3
4393,1,439,57.6,36.2,147,0
4393,2,545,32.6,9.1,0,8
4393,3,570,29.4,8.2,0,24
4393,4,603,18.0,4.6,0,5
4393,5,691,15.4,3.9,0,1
4393,6,727,6.6,1.2,0,1
4394,1,456,59.4,39.2,168,0
4394,2,540,32.7,10.5,0,8
4394,3,563,28.7,7.4,0,10
4394,4,618,22.9,10.1,0,26
4394,5,660,17.8,6.2,0,8
4394,6,828,11.5,2.9,0,3
4395,1,472,64.6,42.1,185,0
4395,2,577,35.8,11.9,0,14
4395,3,651,28.2,9.3,0,18
4395,4,626,27.9,11.3,0,36
4395,5,702,16.6,4.9,0,5
4395,6,700,8.8,2.2,0,4
4396,1,579,62.0,41.4,214,0
4396,2,609,43.5,14.1,0,8
4396,3,629,31.9,10.6,0,8
4396,4,671,26.0,7.0,0,5
4396,5,792,19.7,6.5,0,3
4396,6,969,10.1,1.6,0,0
4397,1,992,83.4,69.7,656,0
4397,2,756,59.7,28.3,0,53
4397,3,814,55.5,26.4,0,47
4397,4,751,47.5,18.7,0,39
4397,5,779,30.8,10.0,0,13
4397,6,883,17.6,5.1,0,2
4398,1,787,79.2,64.0,480,0
4398,2,624,51.4,20.9,0,25
4398,3,695,42.1,16.1,0,44
4398,4,716,40.3,16.7,0,42
4398,5,792,32.5,13.2,0,22
4398,6,925,14.2,5.5,0,20
4399,1,869,75.6,56.9,455,0
4399,2,692,52.6,24.2,0,33
4399,3,682,45.0,18.7,0,29
4399,4,718,41.9,16.8,0,37
4399,5,681,27.1,9.2,0,8
4399,6,586,12.2,2.0,0,1
4400,1,411,43.8,23.1,87,0
4400,2,504,25.7,9.3,0,24
4400,3,570,23.8,8.6,0,30
4400,4,480,16.8,5.0,0,7
4400,5,611,10.1,1.6,0,3
4400,6,740,4.0,0.8,0,2
4401,1,615,75.7,59.8,346,0
4401,2,611,47.3,15.3,0,13
4401,3,612,36.6,17.8,0,31
4401,4,618,35.7,15.2,0,48
4401,5,681,23.0,8.2,0,19
4401,6,875,12.0,3.8,0,8
4402,1,746,77.8,63.4,457,0
4402,2,591,43.1,16.2,0,31
4402,3,608,41.4,16.6,0,34
4402,4,707,34.3,14.5,0,36
4402,5,760,22.7,7.2,0,11
4402,6,786,12.0,3.9,0,7
4403,1,598,72.5,56.3,318,0
4403,2,583,45.8,22.3,0,55
4403,3,575,39.8,18.0,0,50
4403,4,564,29.0,8.5,0,15
4403,5,652,22.8,5.9,0,8
4403,6,758,12.8,3.4,0,1
4404,1,464,58.8,35.1,152,0
4404,2,562,38.2,14.0,0,13
4404,3,599,33.3,12.1,0,41
4404,4,585,25.1,10.6,0,31
4404,5,627,18.6,6.3,0,7
4404,6,604,10.1,3.8,0,5
4405,1,476,59.2,38.6,166,0
4405,2,549,32.4,11.2,0,11
4405,3,532,24.8,9.0,0,17
4405,4,560,26.4,10.5,0,19
4405,5,753,20.1,6.5,0,8
4405,6,789,8.2,3.3,0,7
4406,1,374,50.5,36.6,130,0
4406,2,498,26.7,8.0,0,14
4406,3,538,23.6,7.0,0,10
4406,4,605,16.3,5.2,0,10
4406,5,688,12.3,4.6,0,2
4406,6,651,5.2,1.6,0,3
4407,1,587,62.1,41.5,230,0
4407,2,646,37.1,9.6,0,8
4407,3,637,28.1,8.7,0,13
4407,4,652,25.4,7.5,0,14
4407,5,740,14.7,3.5,0,3
4407,6,776,7.7,1.0,0,1
4408,1,220,43.1,25.4,55,0
4408,2,293,27.6,8.5,0,10
4408,3,306,30.7,13.7,0,15
4408,4,278,21.2,8.2,0,11
4408,5,403,14.3,4.9,0,5
4408,6,563,5.3,2.3,0,0
4409,1,871,81.0,65.6,532,0
4409,2,687,56.1,24.3,0,55
4409,3,704,42.0,21.0,0,42
4409,4,760,43.9,21.3,0,82
4409,5,793,30.0,12.8,0,27
4409,6,843,14.8,6.2,0,18
4410,1,750,73.3,51.4,358,0
4410,2,582,39.3,13.4,0,23
4410,3,678,34.2,14.4,0,45
4410,4,780,36.6,17.8,0,71
4410,5,823,24.4,8.3,0,24
4410,6,859,13.8,5.1,0,12
4411,1,617,73.1,54.6,325,0
4411,2,624,41.5,15.2,0,19
4411,3,616,40.2,15.1,0,29
4411,4,713,30.0,10.1,0,18
4411,5,774,20.8,8.0,0,15
4411,6,812,8.8,2.3,0,3
4413,1,725,77.9,64.6,449,0
4413,2,521,49.1,19.3,0,25
4413,3,541,41.2,17.9,0,58
4413,4,637,42.8,21.6,0,93
4413,5,678,34.6,15.1,0,44
4413,6,1007,20.7,9.9,0,40
4414,1,261,41.0,22.2,57,0
4414,2,333,27.6,8.4,0,12
4414,3,331,27.1,10.2,0,24
4414,4,322,20.1,8.3,0,18
4414,5,413,10.6,4.8,0,4
4414,6,508,5.3,0.9,0,1
4415,1,734,80.2,65.8,459,0
4415,2,628,45.0,20.3,0,51
4415,3,668,45.8,22.4,0,57
4415,4,700,42.8,25.8,0,105
4415,5,677,27.1,12.2,0,36
4415,6,942,16.9,7.1,0,35
4416,1,418,57.1,37.0,147,0
4416,2,509,32.2,9.4,0,13
4416,3,530,28.8,8.4,0,22
4416,4,515,22.9,8.9,0,26
4416,5,651,23.5,6.9,0,16
4416,6,801,8.8,2.8,0,2
4417,1,464,54.3,37.2,164,0
4417,2,480,29.7,9.7,0,8
4417,3,494,25.7,6.8,0,23
4417,4,524,22.1,7.0,0,19
4417,5,710,20.2,6.2,0,8
4417,6,934,12.8,2.1,0,2
4418,1,900,82.6,72.4,618,0
4418,2,636,55.8,29.5,0,57
4418,3,707,55.0,28.1,0,70
4418,4,709,47.6,22.0,0,53
4418,5,690,34.2,14.7,0,22
4418,6,812,22.9,6.5,0,15
4419,1,295,48.1,29.1,80,0
4419,2,348,36.2,11.7,0,18
4419,3,382,28.5,9.4,0,20
4419,4,422,27.4,8.2,0,21
4419,5,507,15.7,5.1,0,10
4419,6,574,5.7,1.9,0,4
4420,1,556,64.2,42.4,220,0
4420,2,561,38.5,13.7,0,25
4420,3,627,35.0,14.0,0,40
4420,4,593,26.6,9.7,0,26
4420,5,696,20.2,6.6,0,20
4420,6,862,9.9,2.3,0,6
4421,1,324,47.2,24.0,60,0
4421,2,368,18.2,4.8,0,4
4421,3,401,22.1,6.4,0,15
4421,4,381,17.8,4.4,0,6
4421,5,582,10.8,2.4,0,3
4421,6,729,6.1,1.1,0,1
4422,1,443,60.0,39.7,165,0
4422,2,538,36.0,12.8,0,19
4422,3,588,25.5,10.0,0,26
4422,4,549,26.2,10.2,0,29
4422,5,690,15.2,6.5,0,19
4422,6,775,4.5,1.0,0,2
4423,1,444,68.0,50.2,204,0
4423,2,534,35.3,8.8,0,14
4423,3,594,28.7,9.0,0,23
4423,4,542,24.1,9.5,0,27
4423,5,725,14.9,4.8,0,7
4423,6,860,7.2,2.3,0,7
4424,1,854,79.5,62.3,503,0
4424,2,610,49.8,20.9,0,38
4424,3,649,45.1,21.1,0,55
4424,4,795,45.7,23.6,0,106
4424,5,776,30.9,13.6,0,45
4424,6,959,19.6,7.7,0,32
4425,1,435,56.0,32.4,133,0
4425,2,575,28.8,7.6,0,6
4425,3,588,26.7,8.8,0,14
4425,4,588,21.0,7.3,0,21
4425,5,733,12.4,4.9,0,6
4425,6,768,6.9,2.2,0,0
4427,1,785,81.5,69.4,519,0
4427,2,632,58.5,28.9,0,64
4427,3,665,48.8,23.0,0,51
4427,4,739,41.0,18.0,0,48
4427,5,796,33.4,13.0,0,21
4427,6,868,17.5,6.8,0,6
