RacerID,Course,RacesRun,QuinellaRate,FirstPlaceRate,Nige,Makuri
3775,2,841,36.2,14.0,0,42
3775,3,944,32.7,13.8,0,58
3775,4,901,33.7,14.1,0,54
3775,5,1221,25.2,10.4,0,31
3775,6,1282,15.9,5.5,0,16
3776,1,663,49.0,26.2,158,0
3776,2,702,32.6,10.4,0,24
3776,3,761,25.8,8.2,0,32
3776,4,905,25.5,11.1,0,43
3776,5,1194,20.7,7.2,0,25
3776,6,1658,13.8,5.8,0,32
3777,1,1275,76.7,59.4,701,0
3777,2,998,51.4,22.8,0,75
3777,3,1036,42.6,19.3,0,70
3777,4,1257,39.0,17.9,0,85
3777,5,1302,33.4,12.8,0,34
3777,6,1177,20.1,6.7,0,10
3778,1,603,41.7,25.7,141,0
3778,2,654,30.5,14.5,0,56
3778,3,657,23.1,11.1,0,59
3778,4,627,21.3,9.4,0,35
3778,5,647,11.2,4.4,0,12
3778,6,637,7.0,1.5,0,5
3779,1,1604,83.7,72.0,1114,1
3779,2,1110,57.5,31.8,0,110
3779,3,1298,49.2,27.5,0,116
3779,4,1200,42.7,25.3,0,113
3779,5,842,28.0,13.4,0,19
3779,6,652,19.1,6.9,0,12
3780,1,1359,80.5,65.6,835,0
3780,2,1034,57.4,29.1,0,56
3780,3,1153,50.4,26.9,0,83
3780,4,1265,47.7,23.2,0,83
3780,5,1044,39.9,17.1,0,26
3780,6,842,23.4,7.6,0,7
3781,1,731,57.5,32.8,217,0
3781,2,814,37.9,13.5,0,28
3781,3,783,35.1,14.0,0,39
3781,4,756,28.1,11.3,0,30
3781,5,993,25.0,10.6,0,22
3781,6,1274,18.6,6.7,0,21
3782,1,855,72.5,55.3,420,0
3782,2,717,55.3,31.6,0,91
3782,3,827,50.9,31.3,0,138
3782,4,907,47.3,28.1,0,136
3782,5,772,36.2,17.7,0,48
3782,6,608,25.4,11.5,0,30
3783,1,1378,82.9,67.7,865,1
3783,2,978,61.8,35.2,1,103
3783,3,1090,55.2,31.0,0,135
3783,4,1176,53.6,29.0,0,120
3783,5,1166,40.1,16.9,0,32
3783,6,868,24.7,7.4,0,7
3784,1,1079,73.2,52.5,529,0
3784,2,935,49.8,21.1,0,73
3784,3,1039,44.3,21.9,0,118
3784,4,1237,45.8,26.1,0,174
3784,5,1236,32.2,15.5,0,49
3784,6,906,17.9,5.5,0,11
3787,1,722,60.5,37.4,248,0
3787,2,798,35.3,15.5,0,35
3787,3,805,27.0,11.3,0,37
3787,4,1079,29.4,13.9,0,71
3787,5,1188,18.5,8.0,0,28
3787,6,893,8.4,2.9,0,4
3788,1,1043,78.6,61.5,592,0
3788,2,881,50.8,24.9,0,76
3788,3,968,44.3,20.9,0,100
3788,4,1115,47.8,27.7,0,162
3788,5,1086,36.2,16.6,0,57
3788,6,848,20.9,7.7,0,18
3789,1,528,45.2,25.0,122,0
3789,2,626,28.7,12.9,0,33
3789,3,708,22.0,9.7,0,39
3789,4,708,20.6,9.6,0,38
3789,5,859,16.0,6.0,0,17
3789,6,929,7.8,1.8,0,5
3790,1,994,63.3,41.3,360,0
3790,2,911,41.7,13.9,0,60
3790,3,1068,39.3,14.6,0,52
3790,4,1141,33.7,12.3,0,41
3790,5,1286,26.5,9.5,0,19
3790,6,1167,17.4,4.6,0,2
3791,1,582,43.3,21.3,108,0
3791,2,590,31.0,11.8,0,14
3791,3,653,27.5,10.1,0,29
3791,4,702,22.7,8.1,0,28
3791,5,811,19.6,6.4,0,14
3791,6,783,11.7,3.5,0,6
3792,1,1250,77.8,57.9,666,1
3792,2,1015,50.6,23.2,0,78
3792,3,1188,49.2,24.0,0,145
3792,4,1268,46.5,22.2,0,117
3792,5,992,34.0,14.1,0,34
3792,6,747,26.2,8.0,0,11
3793,1,478,53.1,27.2,115,0
3793,2,521,30.9,9.4,0,10
3793,3,552,32.7,10.3,0,37
3793,4,569,33.2,13.5,0,38
3793,5,806,21.7,7.8,0,22
3793,6,1517,12.3,3.3,0,8
3794,1,452,46.0,25.0,100,0
3794,2,541,35.3,13.3,0,34
3794,3,518,29.9,14.0,0,29
3794,4,598,31.7,16.7,0,45
3794,5,774,21.8,8.5,0,11
3794,6,906,14.3,3.9,0,6
3795,1,1116,79.5,62.1,648,0
3795,2,874,61.4,30.3,0,87
3795,3,1025,54.0,27.8,0,106
3795,4,1097,51.7,24.4,0,111
3795,5,931,38.0,17.0,0,37
3795,6,653,25.4,10.2,0,13
3796,1,656,51.0,30.4,182,0
3796,2,725,35.4,13.7,0,21
3796,3,845,32.6,11.1,0,26
3796,4,825,32.0,13.8,0,42
3796,5,1336,26.1,9.1,0,23
3796,6,1774,16.0,4.9,0,11
3797,1,880,55.9,29.7,230,0
3797,2,900,33.2,12.1,0,37
3797,3,1081,32.8,11.5,0,46
3797,4,1109,28.4,11.8,0,47
3797,5,1313,24.5,9.5,0,37
3797,6,1348,18.0,7.4,0,37
3798,1,336,43.1,20.2,54,0
3798,2,398,29.6,10.8,0,4
3798,3,432,24.5,9.4,0,16
3798,4,516,30.0,12.2,0,28
3798,5,1032,20.7,8.7,0,25
3798,6,1434,13.1,3.4,0,13
3799,1,877,72.4,51.7,414,0
3799,2,830,54.1,24.3,0,79
3799,3,966,45.1,22.8,0,105
3799,4,949,42.7,20.4,0,88
3799,5,851,33.8,14.2,0,37
3799,6,610,20.0,7.8,0,17
3800,1,829,67.9,49.4,373,0
3800,2,788,42.3,20.9,0,54
3800,3,840,43.8,18.6,0,59
3800,4,888,39.6,19.4,0,67
3800,5,972,32.0,12.4,0,25
3800,6,1143,19.6,5.8,0,5
3801,1,873,66.3,47.3,391,0
3801,2,886,49.2,22.1,0,93
3801,3,928,41.9,18.8,0,108
3801,4,979,36.6,19.4,0,118
3801,5,1074,24.3,10.4,0,66
3801,6,996,11.8,5.3,0,29
3802,1,728,56.4,35.3,236,0
3802,2,830,38.9,16.5,0,69
3802,3,772,31.7,15.6,0,61
3802,4,837,27.0,9.2,0,44
3802,5,868,17.9,6.6,0,21
3802,6,907,14.0,5.0,0,17
3804,1,914,64.9,47.1,396,0
3804,2,1068,44.6,21.7,0,46
3804,3,1050,31.9,11.9,0,28
3804,4,1221,37.7,14.3,0,47
3804,5,1074,22.6,9.3,0,17
3804,6,1005,14.6,3.8,0,4
3805,1,1067,69.0,44.8,425,0
3805,2,981,49.7,19.7,0,62
3805,3,1128,42.7,19.5,0,86
3805,4,1163,39.2,19.4,0,106
3805,5,1064,31.0,13.4,0,39
3805,6,724,13.6,4.7,0,6
3807,1,932,59.9,34.7,289,0
3807,2,916,36.0,13.2,0,51
3807,3,1050,35.5,14.9,0,74
3807,4,1097,34.3,15.5,0,92
3807,5,1232,26.6,11.1,0,53
3807,6,1210,16.6,3.8,0,12
3808,1,877,57.4,34.3,270,0
3808,2,886,35.7,13.2,0,52
3808,3,897,28.8,13.2,0,65
3808,4,1017,31.4,15.3,0,92
3808,5,1238,22.7,9.4,0,42
3808,6,1240,15.0,4.1,0,12
3809,1,1008,58.9,36.6,329,0
3809,2,1116,38.8,15.6,0,40
3809,3,1171,38.8,17.2,0,71
3809,4,1249,35.5,14.5,0,73
3809,5,1110,28.8,10.9,0,25
3809,6,631,17.9,4.4,0,9
3811,1,1116,76.0,54.7,551,0
3811,2,1036,49.4,20.9,0,56
3811,3,1097,46.4,19.2,0,74
3811,4,1293,39.7,18.3,0,86
3811,5,1407,31.3,12.8,0,44
3811,6,1139,18.6,5.4,0,5
3812,1,696,52.8,27.1,172,0
3812,2,810,32.7,11.8,0,43
3812,3,869,29.0,9.9,0,44
3812,4,900,27.1,11.2,0,57
3812,5,1105,20.4,7.7,0,45
3812,6,1142,12.3,3.1,0,10
3813,1,1445,78.6,58.2,751,0
3813,2,1438,54.7,22.7,0,58
3813,3,1423,45.5,17.5,0,56
3813,4,1229,41.7,13.9,0,47
3813,5,928,27.2,9.0,0,12
3813,6,692,18.3,4.0,0,0
3814,1,1127,71.6,48.7,491,0
3814,2,1057,47.1,21.6,0,42
3814,3,1187,39.3,17.5,0,49
3814,4,1271,35.0,12.6,0,46
3814,5,1406,28.8,10.3,0,22
3814,6,1268,16.0,5.2,0,8
3815,1,957,68.8,52.0,478,0
3815,2,982,41.1,18.0,0,53
3815,3,817,37.5,16.6,0,32
3815,4,886,36.4,17.3,0,62
3815,5,925,27.1,12.6,0,22
3815,6,846,17.7,5.6,0,3
3817,1,410,44.3,24.6,81,0
3817,2,463,34.9,15.3,0,26
3817,3,460,29.5,13.4,0,26
3817,4,466,29.6,12.4,0,19
3817,5,582,20.9,7.2,0,12
3817,6,668,10.1,2.6,0,4
3818,1,306,44.4,25.8,72,0
3818,2,338,32.5,11.2,0,15
3818,3,405,21.9,12.3,0,26
3818,4,601,25.1,13.4,0,37
3818,5,935,15.7,6.8,0,22
3818,6,972,8.1,3.1,0,16
3819,1,547,41.8,21.2,103,0
3819,2,594,23.9,7.2,0,19
3819,3,668,22.3,9.8,0,46
3819,4,817,22.1,9.5,0,51
3819,5,930,14.8,6.4,0,35
3819,6,904,8.5,2.5,0,13
3820,1,636,46.2,21.5,116,0
3820,2,740,33.5,10.8,0,36
3820,3,829,29.0,10.6,0,36
3820,4,829,27.1,9.5,0,36
3820,5,990,19.9,7.8,0,17
3820,6,890,11.6,3.7,0,8
3822,1,1565,80.2,66.7,978,0
3822,2,1130,58.1,30.6,0,123
3822,3,1225,51.2,28.4,0,163
3822,4,1206,46.3,23.1,0,119
3822,5,1073,32.9,14.6,0,39
3822,6,1000,25.2,9.7,0,30
3823,1,777,66.6,47.2,345,0
3823,2,720,42.6,17.2,0,48
3823,3,822,35.4,16.0,0,84
3823,4,869,33.9,16.1,0,76
3823,5,978,27.8,11.2,0,36
3823,6,1125,17.6,5.6,0,21
3824,1,369,34.1,12.7,41,0
3824,2,541,22.9,8.6,0,22
3824,3,603,19.7,7.9,0,23
3824,4,735,18.7,8.4,0,23
3824,5,916,16.3,5.4,0,19
3824,6,790,6.7,2.7,0,7
3825,1,916,54.2,36.3,305,0
3825,2,938,29.6,14.5,0,76
3825,3,1002,32.3,17.3,0,115
3825,4,1014,30.2,18.2,0,147
3825,5,1025,18.5,9.6,0,64
3825,6,901,11.2,5.2,0,35
3826,1,1272,76.1,61.2,714,0
3826,2,1029,52.4,23.4,0,61
3826,3,1113,51.1,24.7,0,88
3826,4,1282,44.7,21.4,0,77
3826,5,1272,37.8,15.5,0,23
3826,6,893,20.3,4.7,0,4
3827,1,735,49.6,24.3,149,0
3827,2,815,29.8,10.4,0,33
3827,3,807,21.4,8.8,0,25
3827,4,887,21.0,8.3,0,29
3827,5,1150,15.4,4.7,0,13
3827,6,986,10.6,2.5,0,4
3828,1,1027,76.6,53.0,517,0
3828,2,928,50.1,20.0,0,52
3828,3,986,41.0,15.9,0,55
3828,4,1148,34.5,11.8,0,46
3828,5,1350,24.7,8.1,0,35
3828,6,996,17.9,5.7,0,16
3829,1,362,35.6,17.9,61,0
3829,2,469,22.1,8.5,0,23
3829,3,547,23.9,8.2,0,30
3829,4,604,21.3,8.4,0,43
3829,5,892,13.3,5.8,0,30
3829,6,903,6.8,2.7,0,15
3830,1,603,55.3,34.8,184,0
3830,2,622,45.9,22.3,0,39
3830,3,679,36.3,16.4,0,45
3830,4,722,36.4,15.9,0,44
3830,5,757,26.8,11.4,0,25
3830,6,682,16.8,5.2,0,10
3831,1,940,64.4,45.1,397,0
3831,2,951,41.5,21.3,0,89
3831,3,920,36.0,16.5,0,84
3831,4,1098,36.6,21.1,0,150
3831,5,1116,23.3,9.6,0,53
3831,6,734,9.4,3.2,0,8
3832,1,964,63.1,38.5,338,0
3832,2,1015,43.4,15.4,0,47
3832,3,1132,34.2,13.8,0,48
3832,4,1152,35.6,16.3,0,82
3832,5,1294,24.5,9.6,0,43
3832,6,1152,17.7,5.4,0,14
3833,1,1248,83.8,68.3,803,1
3833,2,974,52.8,25.9,0,68
3833,3,1015,44.9,20.9,0,72
3833,4,1228,42.8,20.0,0,102
3833,5,1229,29.9,12.2,0,36
3833,6,1029,19.9,6.7,0,9
3834,1,966,67.2,47.2,421,0
3834,2,899,44.2,21.5,0,115
3834,3,1136,42.0,19.1,0,138
3834,4,1246,33.8,16.6,0,115
3834,5,1166,26.2,10.9,0,47
3834,6,1002,17.0,5.7,0,17
3835,1,422,38.3,22.2,87,0
3835,2,462,22.5,8.8,0,16
3835,3,529,21.1,11.5,0,44
3835,4,607,22.0,11.0,0,44
3835,5,790,13.1,4.5,0,26
3835,6,978,5.7,1.1,0,3
3837,1,1229,79.5,62.9,728,0
3837,2,1077,55.2,26.8,0,71
3837,3,1146,47.9,20.8,0,98
3837,4,1256,43.8,22.2,0,107
3837,5,1319,33.6,13.1,0,43
3837,6,1106,17.3,4.7,0,11
3838,1,1164,78.5,57.5,618,0
3838,2,993,53.2,22.3,0,47
3838,3,1073,42.1,20.1,0,45
3838,4,1176,42.7,19.5,0,72
3838,5,1298,35.4,15.1,0,42
3838,6,1335,21.7,6.2,0,15
3839,1,735,53.4,30.0,191,0
3839,2,812,36.9,11.7,0,25
3839,3,930,30.4,11.9,0,40
3839,4,917,29.3,12.3,0,31
3839,5,1192,19.7,7.4,0,23
3839,6,1395,10.6,3.1,0,3
3841,1,1229,74.7,49.7,556,0
3841,2,1017,54.2,22.0,0,60
3841,3,1056,44.8,19.1,0,69
3841,4,1200,45.0,19.5,0,73
3841,5,1257,32.7,12.4,0,25
3841,6,1172,18.9,5.4,0,11
3842,1,1246,75.3,61.4,726,0
3842,2,1058,51.1,22.9,0,34
3842,3,1180,46.2,23.6,0,56
3842,4,1242,41.1,18.4,0,44
3842,5,1177,31.6,12.9,0,20
3842,6,906,17.3,4.9,0,5
3843,1,1087,67.4,46.1,466,0
3843,2,1127,42.8,17.4,0,69
3843,3,1231,37.7,16.5,0,89
3843,4,1317,33.7,14.0,0,68
3843,5,1203,24.9,9.4,0,25
3843,6,887,10.9,2.9,0,4
3845,1,1080,73.9,56.3,584,0
3845,2,942,53.7,25.5,0,86
3845,3,1021,47.5,23.0,0,82
3845,4,1018,36.5,16.6,0,46
3845,5,937,27.5,10.7,0,16
3845,6,795,12.2,3.4,0,2
3846,1,493,40.1,20.0,92,0
3846,2,537,27.7,10.8,0,20
3846,3,624,17.7,6.2,0,15
3846,4,704,23.7,7.6,0,23
3846,5,930,13.2,3.5,0,12
3846,6,917,8.6,2.1,0,5
3847,1,525,42.4,23.0,115,0
3847,2,600,29.0,15.0,0,43
3847,3,672,25.0,10.4,0,38
3847,4,743,28.5,14.0,0,67
3847,5,845,18.4,8.0,0,36
3847,6,857,8.1,2.8,0,7
3848,1,1070,70.5,51.0,490,0
3848,2,945,43.0,20.0,0,73
3848,3,992,41.0,19.3,0,70
3848,4,1031,37.2,16.2,0,70
3848,5,1221,28.8,11.7,0,39
3848,6,1228,19.3,6.3,0,27
3849,1,1575,85.3,68.7,1045,0
3849,2,1392,53.5,25.9,0,154
3849,3,1296,43.9,24.2,0,162
3849,4,1219,40.9,19.6,0,113
3849,5,788,27.4,13.2,0,34
3849,6,427,21.0,8.2,0,9
3850,1,835,56.7,32.5,252,0
3850,2,911,33.8,11.9,0,42
3850,3,949,27.8,9.5,0,38
3850,4,1012,28.5,11.2,0,63
3850,5,1251,18.3,7.1,0,27
3850,6,986,8.7,2.4,0,8
3851,1,747,55.4,36.0,242,0
3851,2,885,32.3,12.8,0,61
3851,3,935,27.2,11.8,0,51
3851,4,1092,22.6,9.5,0,37
3851,5,907,16.4,6.9,0,18
3851,6,581,9.9,3.4,0,3
3852,1,268,63.0,43.6,113,0
3852,2,234,44.4,21.3,0,19
3852,3,265,34.3,14.3,0,7
3852,4,507,38.6,15.9,1,28
3852,5,989,32.8,15.5,0,43
3852,6,3881,29.4,16.3,0,375
3853,1,1403,79.4,62.9,838,0
3853,2,1158,57.3,25.2,1,80
3853,3,1156,44.6,19.9,0,56
3853,4,1387,44.9,19.5,0,59
3853,5,1400,33.0,13.1,0,23
3853,6,861,19.1,5.3,0,3
3854,1,1382,82.6,70.4,934,0
3854,2,1039,58.4,30.8,0,134
3854,3,1151,54.8,29.6,0,123
3854,4,1096,47.4,24.6,0,124
3854,5,960,38.7,18.2,0,39
3854,6,639,20.0,8.2,0,10
3855,1,633,43.6,20.5,107,0
3855,2,761,30.3,8.9,0,14
3855,3,883,23.3,6.5,0,6
3855,4,861,20.5,6.1,0,13
3855,5,1095,17.1,5.8,0,6
3855,6,1098,9.7,2.0,0,0
3856,1,397,37.2,22.9,83,0
3856,2,410,18.7,6.3,0,15
3856,3,459,14.1,3.9,0,7
3856,4,479,18.3,6.4,0,13
3856,5,734,13.4,5.1,0,16
3856,6,767,7.6,2.6,0,4
3857,1,15,46.6,46.6,5,0
3857,2,15,46.6,40.0,0,3
3857,3,17,52.9,29.4,0,3
3857,4,27,59.2,37.0,0,5
3857,5,232,44.8,26.2,0,42
3857,6,4772,33.0,18.0,0,612
3858,1,788,61.1,39.9,285,0
3858,2,950,41.6,20.0,0,67
3858,3,1055,37.4,16.7,0,77
3858,4,1095,30.6,14.7,0,71
3858,5,963,21.0,7.7,0,25
3858,6,606,10.7,4.4,0,6
3859,1,638,48.7,27.2,155,0
3859,2,639,28.9,12.8,0,47
3859,3,736,28.5,11.4,0,56
3859,4,736,29.3,13.0,0,62
3859,5,1025,20.0,8.1,0,41
3859,6,1090,14.2,3.3,0,12
3860,1,904,56.4,33.7,286,0
3860,2,990,40.3,16.4,0,50
3860,3,1022,34.8,11.4,0,56
3860,4,1076,30.0,10.6,0,44
3860,5,1031,25.1,8.7,0,25
3860,6,959,14.9,5.4,0,21
3862,1,764,66.4,45.8,310,0
3862,2,844,45.6,22.8,0,75
3862,3,730,40.0,18.2,0,68
3862,4,947,40.7,22.7,0,116
3862,5,647,33.3,15.3,0,44
3862,6,407,25.0,14.0,0,26
3863,1,927,63.5,39.2,344,0
3863,2,945,43.1,16.5,0,90
3863,3,1089,34.0,14.2,0,101
3863,4,1205,31.1,15.0,0,120
3863,5,1215,22.5,7.9,0,46
3863,6,1000,12.6,4.2,0,21
3864,1,305,25.9,11.1,27,0
3864,2,399,21.5,5.7,0,4
3864,3,337,18.9,4.1,0,6
3864,4,542,27.4,11.0,0,29
3864,5,908,17.5,5.8,0,13
3864,6,1151,10.6,2.8,0,3
3865,1,631,50.0,27.1,153,0
3865,2,672,30.2,11.9,0,35
3865,3,646,29.7,11.7,0,48
3865,4,729,31.0,13.3,0,59
3865,5,845,20.8,7.8,0,30
3865,6,1065,14.3,4.5,0,12
3866,1,766,57.8,31.3,214,0
3866,2,815,42.3,19.1,0,41
3866,3,803,33.8,16.4,0,53
3866,4,873,34.5,17.0,0,65
3866,5,1183,26.1,12.6,0,43
3866,6,1210,15.2,6.1,0,18
3867,1,627,48.1,28.2,161,0
3867,2,727,31.5,10.1,0,28
3867,3,816,25.4,9.3,0,28
3867,4,850,25.7,12.2,0,40
3867,5,1049,17.2,7.3,0,13
3867,6,998,8.9,2.2,0,3
3868,1,980,60.4,39.6,359,0
3868,2,954,40.8,16.6,0,45
3868,3,1054,38.9,16.5,0,66
3868,4,1068,33.0,15.3,0,80
3868,5,1171,21.4,7.1,0,25
3868,6,1270,15.5,4.0,0,13
3869,1,728,60.8,36.9,244,0
3869,2,818,35.3,14.3,0,24
3869,3,849,25.9,8.7,0,27
3869,4,779,21.4,6.4,0,13
3869,5,870,17.4,4.4,0,7
3869,6,905,9.3,2.9,0,3
3870,1,853,64.2,44.3,361,0
3870,2,995,37.9,16.1,0,46
3870,3,1023,27.8,12.7,0,43
3870,4,1249,27.5,13.6,0,70
3870,5,1121,16.5,5.5,0,16
3870,6,731,9.7,2.6,0,3
3871,1,722,63.0,36.7,229,0
3871,2,756,40.6,16.2,0,46
3871,3,837,42.7,17.6,0,85
3871,4,802,31.0,13.7,0,55
3871,5,903,21.2,6.8,0,15
3871,6,939,11.1,2.8,0,1
3872,1,1358,71.5,50.2,627,0
3872,2,1107,53.3,21.1,0,74
3872,3,1149,43.5,20.1,0,82
3872,4,1204,40.0,17.4,0,100
3872,5,1147,30.6,12.2,0,37
3872,6,985,20.8,7.6,0,18
3873,1,1143,76.9,55.7,590,0
3873,2,996,53.6,24.3,0,55
3873,3,1055,49.1,22.0,0,99
3873,4,1121,36.4,14.4,0,42
3873,5,1132,31.2,10.9,0,20
3873,6,1095,20.7,5.4,0,6
3874,1,1223,81.3,65.1,745,0
3874,2,985,56.7,29.2,0,85
3874,3,1053,50.8,27.2,0,66
3874,4,1125,47.0,21.4,0,66
3874,5,1140,34.8,14.9,0,20
3874,6,1033,19.7,6.8,0,7
3875,1,861,68.4,46.6,370,0
3875,2,964,41.3,19.2,0,60
3875,3,1009,32.1,14.1,0,66
3875,4,1121,29.5,14.3,0,70
3875,5,1223,15.8,6.0,0,26
3875,6,1013,8.8,2.5,0,3
3876,1,1426,82.8,69.3,939,0
3876,2,1101,55.5,29.4,0,136
3876,3,1235,49.3,28.1,0,123
3876,4,1186,44.6,22.1,0,110
3876,5,1194,37.4,16.0,0,57
3876,6,796,26.2,11.0,0,27
3877,1,707,57.7,35.5,226,0
3877,2,732,37.5,12.7,0,27
3877,3,832,32.6,12.0,0,28
3877,4,924,30.0,11.1,0,26
3877,5,1089,25.6,8.1,0,15
3877,6,1416,15.3,3.5,0,6
3878,1,618,59.2,30.5,177,0
3878,2,689,33.6,12.9,0,23
3878,3,720,26.3,8.7,0,17
3878,4,818,35.7,14.5,0,49
3878,5,1068,22.8,8.4,0,28
3878,6,1326,18.4,7.4,0,30
3879,1,753,40.7,19.3,129,0
3879,2,919,27.5,10.9,0,41
3879,3,975,20.2,6.4,0,37
3879,4,931,20.7,6.8,0,26
3879,5,927,12.8,3.6,0,14
3879,6,852,8.8,2.1,0,8
3880,1,814,51.6,28.0,210,0
3880,2,907,33.8,11.3,0,39
3880,3,931,28.0,10.5,0,34
3880,4,1014,27.8,10.7,0,58
3880,5,1168,18.1,7.1,0,30
3880,6,1093,11.6,3.8,0,22
3881,1,1023,71.1,49.0,465,0
3881,2,1100,49.7,20.1,0,60
3881,3,1140,33.9,13.6,0,53
3881,4,1212,30.2,11.1,0,47
3881,5,1061,18.9,6.8,0,20
3881,6,1048,11.1,3.0,0,14
3882,1,1070,72.5,51.6,513,0
3882,2,1038,45.9,21.3,0,56
3882,3,1143,41.2,20.0,0,77
3882,4,1157,35.0,16.6,0,72
3882,5,1263,23.4,10.4,0,42
3882,6,1221,14.5,5.8,0,18
3883,1,646,43.1,23.3,139,0
3883,2,779,26.3,9.1,0,39
3883,3,822,18.7,6.8,0,30
3883,4,943,20.4,8.4,0,56
3883,5,965,13.3,3.5,0,15
3883,6,1036,7.5,1.5,0,7
3884,1,488,34.6,16.3,74,0
3884,2,563,20.4,6.0,0,15
3884,3,557,19.0,3.7,0,9
3884,4,661,22.5,9.5,0,30
3884,5,1102,17.3,6.9,0,27
3884,6,1174,9.2,2.8,0,9
3885,1,1061,73.1,48.5,476,0
3885,2,992,48.9,19.3,1,57
3885,3,1177,38.1,14.9,0,61
3885,4,1293,38.1,15.0,0,69
3885,5,1068,23.9,7.4,0,23
3885,6,727,12.2,3.8,0,8
3887,1,936,80.2,62.2,532,0
3887,2,737,54.8,29.5,0,70
3887,3,697,55.6,28.6,0,67
3887,4,808,51.6,28.0,0,98
3887,5,789,36.5,15.4,0,33
3887,6,677,22.9,6.5,0,6
3888,1,1110,76.7,52.6,526,0
3888,2,1000,54.1,24.1,0,81
3888,3,1083,43.3,17.7,0,68
3888,4,1173,43.9,20.4,0,91
3888,5,1252,30.1,12.1,0,42
3888,6,1314,19.4,5.5,0,23
3889,1,813,66.0,39.2,299,0
3889,2,922,40.6,16.3,0,59
3889,3,932,29.2,10.3,0,36
3889,4,926,29.9,12.3,0,43
3889,5,1061,24.9,8.7,0,12
3889,6,1220,18.3,6.4,0,19
3890,1,903,68.4,43.5,353,0
3890,2,980,48.4,19.1,0,38
3890,3,1009,35.3,14.3,0,39
3890,4,996,29.6,10.3,0,25
3890,5,1087,22.7,6.1,0,8
3890,6,1045,12.9,3.4,0,4
3891,1,794,46.1,26.9,204,0
3891,2,910,24.7,8.2,0,31
3891,3,913,21.1,8.1,0,44
3891,4,1032,21.8,9.0,0,55
3891,5,1154,13.4,5.9,0,29
3891,6,989,9.5,2.2,0,9
3892,1,958,77.4,56.1,511,0
3892,2,942,48.4,23.5,0,72
3892,3,917,40.7,18.5,0,77
3892,4,1017,37.3,17.6,0,85
3892,5,1178,27.1,11.1,0,29
3892,6,1030,19.0,6.1,0,10
3893,1,928,66.7,48.1,411,0
3893,2,902,46.2,19.5,0,44
3893,3,1011,34.8,15.6,0,41
3893,4,1103,33.6,12.4,0,30
3893,5,1086,22.9,8.4,0,19
3893,6,968,17.1,3.5,0,9
3894,1,668,65.5,46.2,282,0
3894,2,642,45.4,24.9,0,105
3894,3,714,40.0,19.1,0,69
3894,4,758,34.5,16.4,0,61
3894,5,726,21.7,10.4,0,22
3894,6,721,9.5,2.9,0,7
3895,1,909,69.3,47.5,397,0
3895,2,940,40.1,19.0,0,52
3895,3,987,36.2,14.4,0,41
3895,4,1074,31.1,13.6,0,47
3895,5,1073,21.3,9.0,0,33
3895,6,902,12.4,4.1,0,11
3896,1,581,71.2,48.3,265,0
3896,2,539,45.0,15.7,0,20
3896,3,633,35.2,11.6,0,28
3896,4,936,36.6,17.5,0,76
3896,5,1395,27.8,9.3,0,47
3896,6,1353,15.0,3.4,0,12
3897,1,1379,85.6,74.6,971,0
3897,2,1037,62.1,33.1,0,77
3897,3,989,56.8,33.2,0,103
3897,4,1174,55.7,30.1,0,136
3897,5,841,38.4,18.0,0,30
3897,6,780,28.7,12.3,0,29
3898,1,1323,79.0,67.4,853,2
3898,2,1061,60.7,29.5,0,73
3898,3,1059,50.6,23.5,0,71
3898,4,1168,49.9,24.4,0,94
3898,5,1031,36.7,13.7,0,23
3898,6,881,20.8,7.4,0,19
3899,1,703,76.5,64.8,427,0
3899,2,607,63.5,38.5,0,102
3899,3,567,52.0,29.6,0,68
3899,4,763,53.3,33.5,0,89
3899,5,807,46.4,22.6,0,21
3899,6,664,31.7,9.7,0,10
3900,1,1015,74.6,57.1,535,0
3900,2,851,51.1,21.1,0,49
3900,3,898,44.3,20.0,0,75
3900,4,953,37.0,15.3,0,46
3900,5,899,25.7,9.2,0,11
3900,6,985,16.7,4.0,0,4
3901,1,966,68.7,47.3,430,1
3901,2,802,37.7,14.4,0,55
3901,3,873,37.8,15.6,0,78
3901,4,980,34.3,16.4,0,92
3901,5,1259,25.4,10.8,0,52
3901,6,1462,14.9,4.9,0,23
3902,1,816,71.5,49.6,381,0
3902,2,818,49.7,24.4,0,66
3902,3,820,41.2,17.8,0,51
3902,4,857,35.4,15.7,0,58
3902,5,962,25.9,8.8,0,19
3902,6,905,18.1,4.4,0,15
3903,1,1030,86.0,72.7,714,1
3903,2,849,64.9,38.4,0,104
3903,3,1002,55.6,33.1,0,132
3903,4,1152,51.3,28.2,0,156
3903,5,872,37.3,19.9,0,64
3903,6,576,21.8,8.8,0,17
3904,1,1052,74.9,49.6,485,0
3904,2,974,54.2,21.3,1,70
3904,3,1031,39.2,15.2,0,65
3904,4,1111,36.0,13.8,0,44
3904,5,1170,26.3,10.0,0,18
3904,6,1342,15.2,3.7,0,13
3905,1,860,62.9,37.5,297,0
3905,2,854,39.2,12.7,0,30
3905,3,864,31.1,9.4,0,32
3905,4,968,30.5,11.4,0,56
3905,5,1342,22.8,8.2,0,30
3905,6,1507,11.4,3.3,0,17
3906,1,1059,72.7,52.8,531,0
3906,2,926,42.5,17.9,0,61
3906,3,1070,38.6,17.0,0,75
3906,4,1223,35.4,15.3,0,76
3906,5,1430,24.9,10.4,0,32
